halId_s,version_i,uri_s,docType_s,doiId_s,nntId_s,title_s,abstract_s,keyword_s,authId_i,authFirstName_s,authLastName_s,authFullName_s,producedDate_s,domain_s,structAddress_s,structCode_s,structCountry_s,structName_s,structType_s,structAcronym_s,language_s
hal-01631963,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631963,COUV,,,Kanatari 1550,[No abstract],,"1413605,555903","Jean-Pierre,Bonnie","CHAUMEIL,Chaumeil","Jean-Pierre Chaumeil,Bonnie Chaumeil",2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex,7 Rue Guy Môquet - BP 8 94801 VILLEJUIF CEDEX","UMR7186,UMR7186,UPR324","fr,fr,fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique,Equipe de recherche en ethnologie amérindienne,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution,laboratory,institution","CNRS,LESC,UPN,CNRS,EREA,CNRS",es
hal-01631962,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631962,COUV,,,Japon,[No abstract],,1667427,Agnès,Giard,Agnès Giard,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631961,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631961,COUV,,,The Internet and Youth in the United Arab Emirates,[No abstract],,1567424,Laure,Assaf,Laure Assaf,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",en
hal-01631960,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631960,ART,10.4000/oceanindien.1848,,Tours et détours du kokolampo tandroy,"Cet article interroge la pratique de la possession chez les Tandroy\, à travers l'évolution du statut d'un esprit nommé kokolampo\, considéré par eux comme endémique de l'Androy (sud de Madagascar). Cet esprit de possession s'est vu menacé au tournant des années soixante-dix par l'arrivée massive d'esprits tromba venus du nord par le biais de migrations. Les Tandroy en effet sont de grands migrants\, effectuant d'incessants allers et retours entre leur région d'origine et les principaux centres urbains du pays. Aujourd'hui\, kokolampo et tromba øeuvrent de concert au sein des rituels de possession tandroy\, dont l'observation\, au cours de terrains effectués entre~2008 et~2013\, m'a permis de réinterroger la place et la fonction sociale de ces esprits.Deux cas ethnographiés peuvent montrer comment le kokolampo semble actuellement revêtir une double fonction~: celle de la prise en charge de la tradition\, dans une logique de substitution aux cultes ancestraux\, lignagers\, celle de point d'appui à un \\guillemotleft~devenir civilisé~\\guillemotright\, construit en outre sur un mimétisme avec le monde des fonctionnaires. Par ailleurs\, la forme même de la dualité présentée par les deux esprits est questionnée. En outre\, le rapport qu'ils entretiennent avec les hommes semble laisser entrevoir une possible reproduction du système social tandroy\, agnatique et polygame\, et l'inscription dans un paradigme faisant jouer relations de filiation et d'alliance.",,1667431,Élisabeth,Rossé,Élisabeth Rossé,2014-12,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631959,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631959,COMM,,,"El proceso cartográfico y la Amazonia. El primer atlas del Perú\, 1865",[No abstract],,1413605,Jean-Pierre,CHAUMEIL,Jean-Pierre Chaumeil,2013-09-08,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",es
hal-01631958,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631958,ART,10.4000/bifea.4391,,Los achuar y el ecoturismo: ¿una estrategia sostenible para un desarrollo autónomo?,"Cet article se propose de se poser des questions sur le caractère \\guillemotleft~durable~\\guillemotright et \\guillemotleft~autonome~\\guillemotright de l'activité écotouristique\, en analysant le cas Achuar du Kapawi Ecolodge & Reserve. L'auteur montre de quelle manière\, les agents du tourisme (locaux autant qu'extérieurs) ont joué un rôle primordial dans le développement de cette activité\, impliquant de profondes recompositions et reconfigurations des structures économiques\, politiques et identitaires chez les Achuar.",,1667428,Julie,Carpentier,Julie Carpentier,2014-05,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",es
hal-01631957,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631957,COUV,,,Bondage,[No abstract],,1667427,Agnès,Giard,Agnès Giard,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631956,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631956,ART,,,Presentación : Antropología política contemporánea en la Amazonia occidental,[No abstract],,1413605,Jean-Pierre,CHAUMEIL,Jean-Pierre Chaumeil,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",es
hal-01631955,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631955,COUV,,,"Fleurs de Sokol\, ``De vrais joyaux parmi de faux diamants'' ou Une conversation","Aborder la ville à partir des stratégies et des enjeux patrimoniaux qui prennent une telle importance aujourd'hui un peu partout dans le monde permet plus largement de mettre en évidence les différentes logiques des politiques\, des architectes\, des urbanistes et des habitants\, leurs confrontations\, leurs articulations à l'oeuvre dans la configuration des espaces d'aujourd'hui. Les différentes situations urbaines\, décrites et présentées ici\, mettant en scène\, en image et en récit du patrimoine dit matériel comme immatériel\, font apparaître les conditions qui permettent ou pas\, selon les acteurs. des formes d'identification à des espaces anciens ou récents (quelquefois même dès leur conception)\, et les modalités par lesquelles les significations données au passé (sans cesse renouvelées) peuvent susciter adhésions ou conflits. Cette dimension performative du patrimoine peut faire advenir. dans certains cas\, de nouvelles formes de localisme (quelque fois à une échelle micro mais toujours en relation avec des contextes beaucoup plus larges)\, comme de nouveaux regroupements de citadins. Trois parties vont interroger cette mise en jeu du patrimoine à travers le déroulement de différentes logiques. La première partie traite de l'ordonnancement social et symbolique des centres villes à travers des mises en forme du passé. Des études de cas menées à Berlin. Beyrouth. Casablanca\, Paris\, s'intéressent aux modes de sélection et de transmission d'une mémoire\, à partir du legs architectural\, concernant aussi bien le passé de la ville que celui du pays. Une seconde partie traite de la fabrique de nouvelles images de ville à partir de mises en scènes architecturales. culturelles et artistiques. Une troisième partie traite des modes de définition de secteurs de ville à travers des mises en récits patrimoniales faisant converger différentes séquences urbaines. Ces formes de reterritorialisation essayent de rétablir. dans un monde globalisé\, des repères temporels et spatiaux et ainsi de (re)qualifier leur environnement. (4ème de couverture)",,1667430,Sarah,Grammont,Sarah Grammont,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631954,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631954,COUV,,,Le tourisme communautaire en Amazonie équatorienne : une vaste scène théâtrale ?,"La 4e de couverture indique : ""Ce que les touristes éprouvent physiquement et intellectuellement pendant leurs séjours ou leurs déplacements n'a curieusement été abordé que tardivement par la recherche en tourisme. Pourtant\, l'expérience touristique\, c'est-à-dire l'ensemble des états engendrés par ce que l'individu vit avant\, pendant et après un séjour touristique\, une activité qui engage globalement l'individu. Cet ouvrage\, rassemblant une vingtaine de textes issus des 4es Rendez-vous Champlain sur le tourisme\, fournit différents éclairages complémentaires tant sur l'expériences des touristes eux-mêmes que sur les dispositifs conçus pour en infléchir le cours. Les contours de l'expérience touristique sont d'abord tracés\, puis ses modalités et ses singularités sont explorées. Les dispositifs expérientiels élaborés et les enjeux de cette mise en scène touristique sont enfin analysés. L'expérience touristique renvoie à de multiples dimensions du tourisme : la demande touristique\, dont il est dit aujorud'hui qu'elle est non seulement exigente\, versatiles\, paradoxale\, mais aussi en quête d'expériences nouvelles ; les pratiques touristiques\, qui articulent performances et expériences tant intellectuelles et émotionnellent que corporelles ; l'offre touristique\, dans sa capacité ou non à produire de l'expérience. C'est pourquoi il importait de consacrer un ouvrage entier à ce concept multiforme et intégrateur.",,1667428,Julie,Carpentier,Julie Carpentier,2015,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631953,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631953,COUV,,,"Temporalités et appartenances dans le récit de ""retour"" des anciens réfugiés Laotiens et de leurs descendants",[No abstract],,"1528232,1430028,1528233,1667422","Michèle,Irène,Evelyne,Isabelle","Baussant,DOS SANTOS,Ribert,Rivoal","Michèle Baussant,Irène Dos Santos,Evelyne Ribert,Isabelle Rivoal",2015,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","M.A.E. 21 Allée de l'université 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex,URMIS - UFR sciences sociales - Université Paris-Diderot - Case 7027 - 75205 Paris Cedex 13 ; Pôle Univ. de St. Jean d'Angely 24 Av des diables bleus 06357 NICE CEDEX 4,Parc Valrose - BP 2135 - 06103 Nice cedex 2,5 rue Thomas-Mann - 75205 Paris cedex 13,Parc Valrose\, 28 avenue Valrose 06108 Nice Cedex 2,105\, boulevard Raspail 75006 Paris,54\, boulevard Raspail 75006 Paris,21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7535,UMR_D-205,UMR_8245,UMR8177,UMR7186,UMR7186","fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique,Unite de recherche migrations et sociétés,Université Nice Sophia Antipolis,Université Paris Diderot - Paris 7,Institut de recherche pour le développement [IRD] : UR205,Université Côte d'Azur,Centre National de la Recherche Scientifique,Institut Interdisciplinaire d'Anthropologie du Contemporain,École des hautes études en sciences sociales,Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution,laboratory,institution,institution,institution,institution,institution,laboratory,institution,institution,laboratory,institution,institution","LESC,UPN,CNRS,URMIS,UNS,UPD7,UCA,CNRS,IIAC,EHESS,CNRS,LESC,UPN,CNRS",fr
hal-01631952,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631952,OUV,,,Migrations humaines et mises en récit mémorielles: approches croisées en anthropologie et en préhistoire,[No abstract],,"1528232,1430028,1528233,1667422","Michèle,Irène,Evelyne,Isabelle","Baussant,DOS SANTOS,Ribert,Rivoal","Michèle Baussant,Irène Dos Santos,Evelyne Ribert,Isabelle Rivoal",2015,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","M.A.E. 21 Allée de l'université 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex,URMIS - UFR sciences sociales - Université Paris-Diderot - Case 7027 - 75205 Paris Cedex 13 ; Pôle Univ. de St. Jean d'Angely 24 Av des diables bleus 06357 NICE CEDEX 4,Parc Valrose - BP 2135 - 06103 Nice cedex 2,5 rue Thomas-Mann - 75205 Paris cedex 13,Parc Valrose\, 28 avenue Valrose 06108 Nice Cedex 2,105\, boulevard Raspail 75006 Paris,54\, boulevard Raspail 75006 Paris,21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7535,UMR_D-205,UMR_8245,UMR8177,UMR7186,UMR7186","fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique,Unite de recherche migrations et sociétés,Université Nice Sophia Antipolis,Université Paris Diderot - Paris 7,Institut de recherche pour le développement [IRD] : UR205,Université Côte d'Azur,Centre National de la Recherche Scientifique,Institut Interdisciplinaire d'Anthropologie du Contemporain,École des hautes études en sciences sociales,Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution,laboratory,institution,institution,institution,institution,institution,laboratory,institution,institution,laboratory,institution,institution","LESC,UPN,CNRS,URMIS,UNS,UPD7,UCA,CNRS,IIAC,EHESS,CNRS,LESC,UPN,CNRS",fr
hal-01631951,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631951,ART,,,Les Bishnoïs du Rajasthan : entre religion et écologie,[No abstract],,1667429,Mélanie Marie,Chauveau,Mélanie Marie Chauveau,2015,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
