halId_s,version_i,uri_s,docType_s,nntId_s,title_s,authFullName_s,producedDate_s,domain_s,page_s,country_s,language_s,licence_s
hal-00690064,1,https://hal.archives-ouvertes.fr/hal-00690064,ART,,"Friends\, status symbols and weapons: the use of dogs by youth groups and youth gangs","Jennifer Maher,Harriet Pierpoint",2011-04-21,,405-420,,en,
hal-00602598,1,https://hal.archives-ouvertes.fr/hal-00602598,ART,,Systematic study of interaction of the neutral form of anilines with undecylcalix[4]resorcinarene derivatives by means of potentiometry,"Jerzy Radecki,Remalakshmy Poduval,Katarzyna Kurzatkowska,Magdalena Stobiecka,Wim F.A. Dehaen,Wim Dehaen,Hanna Jadwiga Radecka",2010-06-23,,413-419,,en,
hal-00581947,1,https://hal.archives-ouvertes.fr/hal-00581947,ART,,Household Food Demand in Rural China,John Davis,2008-02-01,,373-380,,en,
hal-00540116,1,https://hal.archives-ouvertes.fr/hal-00540116,ART,,Systemic listeriosis in caged Canaries (Serinus canarius),"Olatunde B Akanbi,Angele Breithaupt,Ulf Polster,Thomas Alter,Anette Quandt,Andreas Bracke,Jens Peter Teifke",2009-02-19,,329-332,,en,
hal-00540051,1,https://hal.archives-ouvertes.fr/hal-00540051,ART,,Disseminated Mycobacterium celatum infection in a white-tailed trogon (Trogon viridis),"Mads F Bertelsen,Carsten Grøndahl,Steen Giese",2006-07-17,,316-319,,en,
hal-00562922,1,https://hal.archives-ouvertes.fr/hal-00562922,ART,,Cytochrome oxidase deficiency: Patients and animal models,Francisca Diaz,2009-12-05,,100,,en,
hal-00624466,1,https://hal.archives-ouvertes.fr/hal-00624466,ART,,Short-term storage and cryopreservation of black grouse and capercaillie semen,"Andrzej Ciereszko,Grzegorz J. Dietrich,Ewa Liszewska,Andrzej Krzywiński,Armin Kobus",2010-09-18,,383-388,,en,
pastel-00000783,1,https://pastel.archives-ouvertes.fr/pastel-00000783,THESE,2003INAP0032,"Qualification de l'origine des viandes bovines selon les manières de produire. Le rôle des savoir-faire professionnels et les enjeux de leur couplage,Qualifying the origin of the beef meat through the meat production system. The importance of linking different professional knowledge",Trift Nicolas,2003-12-19,0.sdu,,,fr,
hal-01618578,1,http://hal.univ-nantes.fr/hal-01618578,ART,,Collectionner l'exotisme : analyse juridique du parc zoologique occidental.,Ninon Maillard,2015-12-01,"0.shs,1.shs.droit,0.shs,1.shs.hist",,,fr,
hal-01227976,1,https://hal.archives-ouvertes.fr/hal-01227976,ART,,Tracking marine mammals in 3D using electronic tag data,"Christophe Laplanche,Tiago Marques,Len Thomas",2015-09,"0.sdv,1.sdv.ee",pp. 987-996,,en,
hal-00540160,1,https://hal.archives-ouvertes.fr/hal-00540160,ART,,Effect of a live Mycoplasma synoviae vaccine on the production of eggshell apex abnormalities after a dual infection with M. synoviae and IBV D1466,"Anneke Feberwee,Christopher Morrow,S A Ghorashi,Amir H. Noormohammadi,Wil J.M. Landman",2009-09-18,,333-340,,en,
hal-00577475,1,https://hal.archives-ouvertes.fr/hal-00577475,ART,,"Absorption\, distribution and elimination of fumonisin B1 metabolites in weaned piglets","Judit Fodor,Krisztian Balogh,Maria Weber,Miklos Mezes,Laszlo Kametler,Roland Posa,Rene Mamet,Johann Michael Bauer,Peter Horn,Ferenc Kovacs,Melinda Kovacs",2007-11-29,,88-96,,en,
hal-00671648,1,https://hal.archives-ouvertes.fr/hal-00671648,ART,,Standardized amino acids digestibility of wheat distillers dried grains with solubles in force-fed roosters,"Pierre Cozannet,Yvan Primot,Cecile Gady,Jean-Paul Metayer,Michel Lessire,Fabien Skiba,Jean Noblet",2011-02-18,"0.sdv,1.sdv.ba",72-81,,en,
hal-00545337,1,https://hal.archives-ouvertes.fr/hal-00545337,ART,,Effect of cross-wise perch designs on perch use in laying hens,"Ester Struelens,Els Van Poucke,Luc Duchateau,Frank Ödberg,Bart Sonck,Frank A.M. Tuyttens",2008-08-14,,402-408,,en,
hal-00545342,1,https://hal.archives-ouvertes.fr/hal-00545342,ART,,"Economic\, ecological\, and social performance of conventional and organic broiler production in the Netherlands","Eddie Bokkers,Imke De Boer",2009-11-10,,546-557,,en,
hal-00732530,1,https://hal.archives-ouvertes.fr/hal-00732530,ART,,Dietary divercin modifies gastrointestinal microbiota and improves growth performance of broiler chickens,"Damian Józefiak,Anna Sip,Mateusz Rawski,Andrzej Rutkowski,Sebastian Andrzej Kaczmarek,Ole Højberg,Bent Borg Jensen,Ricarda Margarete Engberg",2011-09-15,"0.sdv,1.sdv.ba",492-499,,en,
pasteur-00839337,1,https://hal-riip.archives-ouvertes.fr/pasteur-00839337,ART,,Translational selection on codon usage in the genus Aspergillus.,"Andrés Iriarte,Manuel Sanguinetti,Tamara Fernández-Calero,Hugo Naya,Ana Ramón,Héctor Musto",2012-09-10,0.sdv,98-105,,en,
pasteur-00606553,1,https://hal-riip.archives-ouvertes.fr/pasteur-00606553,ART,,"Assessment of Poisson\, probit and linear models for genetic analysis of presence and number of black spots in Corriedale sheep.","F. Peñagaricano,J. I. Urioste,H. Naya,G. De Los Campos,D. Gianola",2011-04,"0.sdv,1.sdv.bibs,0.info,1.info.info-bi",105-13,,en,
hal-01154186,1,https://hal.archives-ouvertes.fr/hal-01154186,ART,,Surveillance systems evaluation: a systematic review of the existing approaches,"Clementine Calba,Flavie Luce Goutard,Linda Hoinville,Pascal Hendrikx,Ann Lindberg,Claude Saegerman,Marisa Peyre",2015-05-01,"0.sdv,1.sdv.spee,0.sdv,1.sdv.ba,2.sdv.ba.mvsa",448,,en,
hal-00642930,1,https://hal.archives-ouvertes.fr/hal-00642930,COMM,,Reconstitution de l'orientation et des accélérations corporelles à l'aide de capteurs inertiels et magnétiques: Application à l'écophysiologie de l'animal sauvage,"Hassen Fourati,Noureddine Manamanni,Lissan Afilal,Yves Handrich",2010-06-02,"0.spi,1.spi.auto",pp. 1-6,fr,en,
hal-00540136,1,https://hal.archives-ouvertes.fr/hal-00540136,ART,,Seroprevalence of Mycoplasma synoviae in Dutch commercial poultry farms,"Anneke Feberwee,Tjep De Vries,Wil J.M. Landman",2008-11-20,,629-633,,en,
hal-00687908,1,https://hal.archives-ouvertes.fr/hal-00687908,ART,,Pathogenesis of Highly Pathogenic Avian Influenza A Virus (H7N1) infection in chickens inoculated with three different doses,"Aida Jeannette Chaves Hernández,Natàlia Majó I Masferrer,Ayub Darji,Nuria Busquets,Naiana Campos,Antonio Ramis,Raquel Rivas,Rosa Valle",2011-04-15,"0.sdv,1.sdv.ba",163-172,,en,
hal-00540145,1,https://hal.archives-ouvertes.fr/hal-00540145,ART,,Cloning and expression of a truncated pigeon circovirus capsid protein suitable for antibody detection in infected pigeons.,"Iris Daum,Finsterbusch Tim,Härtle Stefan,Göbel Thomas,Anette Mankertz,Rüdiger Korbel,Christian Grund",2009-03-25,,135-141,,en,
hal-00687804,1,https://hal.archives-ouvertes.fr/hal-00687804,ART,,Pathogenesis of Highly Pathogenic Avian Influenza A Virus (H7N1) infection in chickens inoculated with three different doses,"Aida Jeannette Chaves Hernández,Natàlia Majó I Masferrer,Ayub Darji,Nuria Busquets,Naiana Campos,Antonio Ramis,Raquel Rivas,Rosa Valle",2011-04-15,"0.sdv,1.sdv.ba",163-172,,en,
hal-01479215,1,https://hal.archives-ouvertes.fr/hal-01479215,ART,,Inter- and intra-reproducibility of genotypes from sheep technical replicates on Illumina and Affymetrix platforms,"Donagh P. Berry,Aine O’brien,Eamonn Wall,Kevin Mcdermott,Shane Randles,Paul Flynn,Stephen Park,Jenny Grose,Rebecca Weld,Noirin Mchugh",2016-12,0.sdv,86,,en,
hal-01055429,1,https://hal.inria.fr/hal-01055429,COMM,,Monitoring Method of Cow Anthrax Based on Gis and Spatial Statistical Analysis,"Lin Li,Yong Yang,Hongbin Wang,Jing Dong,Yujun Zhao,Jianbin He,Honggang Fan",2009-10-14,"0.info,1.info.info-dl",21-26,cn,en,http://creativecommons.org/licenses/by/
hal-01594600,1,https://hal.archives-ouvertes.fr/hal-01594600,ART,,Experimental bluetongue virus superinfection in calves previously immunized with bluetongue virus serotype 8,"Ludovic Martinelle,Fabiana Dal Pozzo,Pierre Sarradin,Willem Van Campe,Ilse De Leeuw,Kris De Clercq,Christine Thys,Etienne Thiry,Claude Saegerman",2016,"0.sdv,1.sdv.ba,2.sdv.ba.mvsa",73,,en,
hal-01110902,1,https://hal.archives-ouvertes.fr/hal-01110902,ART,,Replicated high-density genetic maps of two great tit populations reveal fine-scale genomic departures from sex-equal recombination rates,"K Van Oers,A W Santure,I De Cauwer,N E M Van Bers,R P M A Crooijmans,Ben C Sheldon,M E Visser,J Slate,M a M Groenen",2014,"0.sdv,1.sdv.gen,2.sdv.gen.gpo",307 - 316,,en,
hal-01611418,1,https://hal.archives-ouvertes.fr/hal-01611418,REPORT,,A decision support tool for adapting pig feeding strategies to climate change,"Jean-Yves Dourmad,Alain Valancogne,Valentine Le Velly,David Renaudeau",2014,"0.sdv,1.sdv.sa",13 p.,,en,
medihal-01010501,1,https://medihal.archives-ouvertes.fr/medihal-01010501,IMG,,Bombil Pec : Peintures rupestres,Patricia Carot,1975-03-05,"0.shs,1.shs.archeo",,gt,und,http://creativecommons.org/licenses/by-nc-nd/
medihal-01167863,1,https://medihal.archives-ouvertes.fr/medihal-01167863,IMG,,Cerro La Proveedora : animal isolé,Dominique Michelet,1982-10-08,"0.shs,1.shs.archeo",,mx,und,http://creativecommons.org/licenses/by-nc-nd/
hal-00556058,1,https://hal.archives-ouvertes.fr/hal-00556058,ART,,Zoonotic aspects of rotaviruses,"V. Martella,Krisztián Bányai,Jelle Matthijnssens,Canio Buonavoglia,Max Ciarlet",2010-01-15,,246,,en,
hal-00683838,1,https://hal.archives-ouvertes.fr/hal-00683838,ART,,Developing a common law of animal welfare: offences against animals and offences against persons compared,Darren Calley,2011-03-30,,421-436,,en,
hal-00900633,1,https://hal.archives-ouvertes.fr/hal-00900633,ART,,Preparation of recombinant proteins in milk to improve human and animal health,"Eric Soler,Dominique Thépot,Sylvie Rival-Gervier,Geneviève Jolivet,Louis-Marie Houdebine",2006,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",579-588,,en,
hal-00894390,1,https://hal.archives-ouvertes.fr/hal-00894390,ART,,Estimating genetic covariance functions assuming a parametric correlation structure for environmental effects,Karin Meyer,2001,"0.sdv,1.sdv.gen,2.sdv.gen.ga",557-585,,en,
hal-00570814,1,https://hal.archives-ouvertes.fr/hal-00570814,ART,,A symbolic defence of animal magnetism: a copperplate engraving by Ludwig Richter as the frontispiece of the account of the somnambulist Auguste K. (1843),Luis Montiel,2005-06-01,,203-216,,en,
hal-01569603,1,https://hal.archives-ouvertes.fr/hal-01569603,ART,,"L'illusion de la liberté\, la nature artificielle dans les jardins zoologiques",Eric Baratay,2013,"0.shs,1.shs.hist",80-88,,fr,
medihal-01589186,1,https://medihal.archives-ouvertes.fr/medihal-01589186,IMG,,Afrique : Iles de l'Océan Indien : Seychelles : Groupe corallien méridional : Ile Coëtivy : Calamar,Paolo Antonio Pirazzoli,1986,"0.shs,1.shs.geo",,sc,und,http://hal.archives-ouvertes.fr/licences/copyright/
hal-00554520,1,https://hal.archives-ouvertes.fr/hal-00554520,ART,,Impact of antimicrobial usage on the transmission dynamics of antimicrobial resistant bacteria among pigs,"Emmanuel N. Abatih,Lis Alban,Annette K. Ersbøll,Danilo M. Lo Fo Wong",2009-01-25,,561,,en,
tel-01621815,1,https://tel.archives-ouvertes.fr/tel-01621815,THESE,2016PESC1194,"Optimisation de la performance de l’épidémiologie d’intervention en santé animale,Enhanced emerging animal disease surveillance and investigation capacities",Morgane Dominguez,2016-03-10,"0.sdv,1.sdv.ba",,,fr,
hal-01618565,1,http://hal.univ-nantes.fr/hal-01618565,ART,,L'animal au cirque. Communion civique et divertissement collectif autour de l'asservissement et de la mort animale.,Ninon Maillard,2016-12-01,"0.shs,1.shs.droit,0.shs,1.shs.hist,0.shs,1.shs.relig",,,fr,
hal-01275896,1,http://hal.upmc.fr/hal-01275896,ART,,Comparative Analyses of QTLs Influencing Obesity and Metabolic Phenotypes in Pigs and Humans,"Sameer D. Pant,Peter Karlskov-Mortensen,Mette J. Jacobsen,Susanna Cirera,Lisette J. A. Kogelman,Camilla S. Bruun,Thomas Mark,Claus B. Jørgensen,Niels Grarup,Emil V. R. Appel,Ehm A. A. Galjatovic,Torben Hansen,Oluf Pedersen,Maryse Guerin,Thierry Huby,Philipppe Lesnik,Theo H. E. Meuwissen,Haja N. Kadarmideen,Merete Fredholm",2015,"0.sdv,1.sdv.mhep",e0137356,,en,http://creativecommons.org/licenses/by/
hal-01578274,1,https://hal.archives-ouvertes.fr/hal-01578274,ART,,Production de viande de yak en Chine,"Yayu Huang,Jean-François Hocquette,Hao Lizhuang,Chai Shatuo,Shujie Liu",2016,0.sdv,1-9,,fr,
tel-00718313,1,https://tel.archives-ouvertes.fr/tel-00718313,THESE,2007CLF21777,"Processus d'évaluation et réponses émotionnelles chez les ovins: prévisibilité\, contrôlabilité\, correspondance aux attentes et contexte social,Appraisal processes and emotional responses in sheep : predictability\, controllability\, expectations and social context",Lucile Greiveldinger,2007-10-26,"0.sdv,1.sdv.sa,0.sdv,1.sdv.sa,2.sdv.sa.zoo",,,fr,
hal-01190076,1,https://hal.archives-ouvertes.fr/hal-01190076,ART,,"Win–win strategies for high beef quality\, consumer satisfaction\, and farm efficiency\, low environmental impacts and improved animal welfare","Jean-François Hocquette,Raphaëlle Botreau,Isabelle Legrand,Rod Polkinghorne,David William Pethick,Michel Lherm,Brigitte Picard,Michel Doreau,Claudia Terlouw",2014,"0.sdv,1.sdv.aen",1537–1548,,en,
hal-01538649,1,https://hal.archives-ouvertes.fr/hal-01538649,ART,,"Net energy of corn\, soybean meal and rapeseed meal in growing pigs","Zhongchao Li,Yakui Li,Zhiqian Lv,Hu Liu,Jinbiao Zhao,Jean Noblet,Fenglai Wang,Changhua Lai,Defa Li",2017,"0.sdv,1.sdv.aen",np,,en,
hal-00800715,1,https://hal-enpc.archives-ouvertes.fr/hal-00800715,ART,,A global foresight on food crop needs for livestock,"Tristan Le Cotty,Bruno Dorin",2012-02-23,"0.shs,1.shs.eco",1528-1536,,en,
pastel-00002272,1,https://pastel.archives-ouvertes.fr/pastel-00002272,THESE,2006INAP0018,"What is the balance between animal production and sustainable grassland utilization in grassland-based suckler systems? A modelling approach of the management-herd-resources interactions.,Quels équilibres entre production animale et utilisation durable des prairies dans les systèmes bovins allaitants herbagers ? Une approche par modélisation des interactions conduite-troupeau-ressources.",Magali Jouven,2006-10,0.sdv,,,en,
hal-01594880,1,https://hal.archives-ouvertes.fr/hal-01594880,ART,,Measurable biomarkers linked to meat quality from different pig production systems,"Marinus F. W. Te Pas,Bénédicte Lebret,Niels Oksbjerg",2017,"0.sdv,1.sdv.ot",271-283,,en,
hal-01563455,1,https://hal.inria.fr/hal-01563455,COMM,,A Study on Pig Slaughter Traceability Solution Based on RFID,"Qingyao Luo,Benhai Xiong,Zhi Geng,Liang Yang,Jiayi Pan",2010-10-22,0.info,710-720,cn,en,http://creativecommons.org/licenses/by/
hal-00654969,1,https://hal.archives-ouvertes.fr/hal-00654969,ART,,Bovine endometrial metallopeptidases MMP14 and MMP2 and the metallopeptidase inhibitor TIMP2 participate in maternal preparation of pregnancy,"Susanne E. Ulbrich,Swanhild U. Meyer,Karina Zitta,Stefan Hiendleder,Fred Sinowatz,Stefan Bauersachs,Mathias Büttner,Thomas Fröhlich,Georg Arnold,Horst-Dieter Reichenbach,Eckhard Wolf,Heinrich H.D. Meyer",2010-12-24,,48,,en,
pasteur-00820543,1,https://hal-riip.archives-ouvertes.fr/pasteur-00820543,ART,,Generation and characterization of a functional Nanobody against the vascular endothelial growth factor receptor-2; angiogenesis cell receptor.,"Mahdi Behdani,Sirous Zeinali,Hossein Khanahmad,Morteza Karimipour,Nader Asadzadeh,Keyhan Azadmanesh,Alireza Khabiri,Steve Schoonooghe,Mahdi Habibi Anbouhi,Gholamreza Hassanzadeh-Ghassabeh,Serge Muyldermans",2012-02,"0.sdv,1.sdv.gen",35-41,,en,
hal-01191254,1,https://hal.archives-ouvertes.fr/hal-01191254,ART,,Establishing bioequivalence of veterinary premixes (Type A medicated articles),"Robert Hunter,Peter Lees,Didier Concordet,Pierre-Louis Toutain",2012,0.sdv,53-63,,en,
hal-00499519,1,https://hal.archives-ouvertes.fr/hal-00499519,ART,,The influence of altitude on the distribution of subterranean organs and humus components in Vaccinium myrtillus carpets,"Elzbieta Frak,Jean-François Ponge",2002-02,"0.sdv,1.sdv.sa,2.sdv.sa.sds",17-26,,en,
hal-01594935,1,https://hal.archives-ouvertes.fr/hal-01594935,ART,,Housing systems influence gut microbiota composition of sows but not of their piglets,"Tereza Kubasova,Lenka Davidova-Gerzova,Elodie Merlot,Matej Medvecky,Ondrej Polansky,Delphine Gardan-Salmon,Helene Quesnel,Ivan Rychlik",2017,0.sdv,e0170051,,en,
hal-01223536,1,https://hal.archives-ouvertes.fr/hal-01223536,ART,,Limited interlaboratory comparison of Schmallenberg virus antibody detection in serum samples,"W.H.M. Van Der Poel,Brigitte Cay,Stephan Zientara,F. Steinbach,Jean Francois Valarcher,Anette Bøtner,M.H Mars,R. Hakze--Van Der Honing,H. Schirrmeier,M. Beer",2014,0.sdv,np,,en,
hal-00573901,1,https://hal.archives-ouvertes.fr/hal-00573901,ART,,"Non-essential and essential trace element concentrations in meat in cattle reared under organic\, intensive or conventional production systems","Isabel Blanco-Penedo,Marta López Alonso,Marta Miranda,Joaquin Hernández,José Luis Benedito,Richard Frederick Shore",2009-11-18,,36-42,,en,
hal-00573902,1,https://hal.archives-ouvertes.fr/hal-00573902,ART,,Evaluation of daily intake of PCDD/Fs and indicator PCBs in formula-fed Spanish children,"Susana Lorán,Pilar Conchello,Susana Bayarri,Antonio Herrera",2009-09-09,,1421-1431,,en,
hal-00456380,1,https://hal.archives-ouvertes.fr/hal-00456380,ART,,"The effect of bambermycin\, carbadox\, chlortetracycline and olaquindox on antibiotic resistance in intestinal coliforms: a new animal model.",D. E. Corpet,1984,"0.sdv,1.sdv.can",329-39,,en,
hal-00681635,1,https://hal.archives-ouvertes.fr/hal-00681635,ART,,A composite material used as a membrane for ophthalmology applications,"E. Stodolak,T. Gumula,R. Leszczynski,J. Wieczorek,S. Blazewicz",2010-09-22,"0.spi,1.spi.mat",1915,,en,
hal-01341372,1,https://hal.archives-ouvertes.fr/hal-01341372,ART,,"Multi-omic data integration and analysis using systems genomics approaches: methods and applications in animal production\, health and welfare","Prashanth Suravajhala,Lisette J. A. Kogelman,Haja N. Kadarmideen",2016-12,0.sdv,38,,en,
hal-01484832,1,https://hal.archives-ouvertes.fr/hal-01484832,ART,,Dynamique de l'azote dans les associations graminées -légumineuses : quels leviers pour valoriser l'azote fixé ?,"Gaëtan Louarn,Lucas Faverjon,Zorica Bijelić,Bernadette Julier",2016-03-30,"0.sdv,1.sdv.sa,2.sdv.sa.agro",135-142,,fr,
hal-00598955,1,https://hal.archives-ouvertes.fr/hal-00598955,ART,,New approach for the quantification of processed animal proteins in feed using light microscopy,"Pascal Veys,Vincent Baeten",2010-06-08,,926-934,,en,
hal-00577404,1,https://hal.archives-ouvertes.fr/hal-00577404,ART,,"Validation of the procedure for the determination of maduramicin in concentrates\, premixes\, and feeds by liquid chromatography","Gabrijela Tavcar-Kalcher,Katarina Vrtac,Anton Vengust",2009-01-23,,63-67,,en,
hal-00577578,1,https://hal.archives-ouvertes.fr/hal-00577578,ART,,A toxicokinetic model for the carry-over of dioxins and PCBs from feed and soil to eggs,"Ron Laurentius Hoogenboom,Jan Van Eijkeren,Marco Zeilmaker,Kees Kan,Wim Traag",2006-04-12,,509-517,,en,
hal-00485059,1,https://hal.archives-ouvertes.fr/hal-00485059,ART,,Inhibition of pulmonary metastasis in a human MT3 breast cancer xenograft model by dual liposomes preventing intravasal fibrin clot formation,"Jane Wenzel,Reiner Zeisig,Wolfram Haider,Sylvia Habedank,Iduna Fichtner",2009-06-23,,13-22,,en,
